,9,10,20,30,40,50,60,70,80,90
Average Travel Time,404.30684326710815,487.1235119047619,359.2105263157895,433.8248337028825,359.3856829802776,382.061628760088,381.93923865300144,382.5615835777126,380.7047619047619,382.62362435803374
Average Waiting Time,89.81068370622293,172.6245815760955,44.69728411085836,119.32832044010412,44.86970916288379,67.54379419560294,67.46109076661291,68.08069053697461,67.17582827880766,68.11837843939446
