,0,1,2,3,4,5,6,7,8,9
Average Travel Time,329.5131004366812,352.0204678362573,351.84295105916726,352.4293002915452,353.3175182481752,330.36899563318775,351.6802919708029,351.6963503649635,352.88646288209605,351.6795620437956
Average Waiting Time,15.002287283425922,37.50722435278646,37.33128358377666,36.925444860407325,37.82218688286666,14.870375266715497,37.17004552630423,37.19569326726754,37.38099922898884,37.18986139850835
