,0,1,2,3,4,5,6,7,8,9
Average Travel Time,942.5143769968051,1005.8713592233009,998.5530546623794,921.7903097696585,1223.6752921535892,1025.7578947368422,1131.6242774566474,1069.752854812398,1140.0387149917628,952.5601926163724
Average Waiting Time,629.0323947182949,690.4225868779937,681.0734827497472,605.2413195496581,909.1652054925496,708.2260360641602,816.0978663884362,755.3026820442517,826.5119832058759,638.0950727756033
