,0,1,2,3,4,5,6,7,8,9
Average Travel Time,583.4045283018868,622.050873196659,605.5807429871114,608.9590288315629,789.9828125,731.5633693972179,730.4875968992249,604.5588458618072,688.5065334358186,560.9781626506024
Average Waiting Time,269.3967062823985,307.05255511163693,292.5558146406857,292.9825303498474,476.0219193981943,417.56423274930535,416.47543657862695,291.53734324417866,373.5284732972806,246.96725668377243
