,0,1,2,3,4,5,6,7,8,9
Average Travel Time,415.01769911504425,396.30397054956615,414.1960794646151,397.4872816908795,396.17265316855116,415.5371503957784,393.9947415470369,437.9123029726013,378.183876716637,386.85861978483337
Average Waiting Time,63.60198405152015,43.968212588017586,61.60224330640778,44.4255391245429,43.96055880090672,63.51822308176169,43.16831455441296,86.26290338146543,24.31601374107107,33.05127407241516
