road,id,model_type,condition,name,lat,lon,length
N1,1000204,link,,Box culvert,23.5038611,90.9371386,264.0000000000029
N1,1000205,link,,Box culvert,23.5028611,90.9412774,351.99999999999676
N1,1000206,bridge,B,MATIA BAZER,23.5024077848,90.9432418928,6.0
N1,1000207,link,,Km post Missing,23.5020278,90.9448886,375.0
N1,1000208,bridge,A,SONAPUR BOX CULVERT,23.5013551924,90.9473844088999,3.0
N1,1000209,link,,Km post Missing,23.4995274,90.9541667,1000.000000000007
N1,1000210,link,,Km post Missing,23.4986386,90.9651111,1000.0
N1,1000211,link,,Box culvert,23.4980552,90.9660278,274.0000000000009
N1,1000212,link,,Ctg 191 km,23.4972774,90.9674716,182.99999999999272
N1,1000213,bridge,B,KARON KHAL SLAB CULVERT,23.495896314,90.9715772516,4.6
N1,1000214,link,,Km post Missing,23.4942219,90.9765549,1000.0
N1,1000215,link,,Box culvert,23.4951386,90.9829993,694.0000000000026
N1,1000216,link,,Km post Missing,23.4942497,90.985833,305.9999999999974
N1,1000217,bridge,A,MILL GHAT BOX CULVERT,23.4932728146,90.9887200416,4.5
N1,1000218,link,,Km post Missing,23.4911386,90.9950274,1000.0
N1,1000219,link,,Road to Debiduar (Z1008),23.4894441,91.0033056,890.0000000000006
N1,1000220,link,,Road to Jhalam (Z1022),23.4893886,91.0034722,22.00000000000557
N1,1000221,link,,Ctg 188 km,23.4896108,91.0043056,70.99999999999795
N1,1000222,link,,"Ctg 188 km,Comilla 20 km",23.4893052,91.0112778,733.9999999999947
N1,1000223,link,,Bridge start,23.4890552,91.0120278,84.00000000000318
N1,1000224,link,,Bridge end,23.4889441,91.01225,30.000000000001137
N1,1000225,link,,Ctg 187 km,23.488333,91.0140833,197.9999999999933
N1,1000226,bridge,C,CHANDINA- SHAHA PARA RCC GIDER GRIDGE,23.4868805937254,91.017566692647,23.1
N1,1000227,link,,Km post missing,23.4846386,91.0229438,1020.0000000000102
N1,1000228,link,,Km post missing,23.4827771,91.0321382,1000.0
N1,1000229,link,,Box culvert,23.481166,91.0404441,912.9999999999967
N1,1000230,link,,Ctg 184 km,23.4814716,91.0419719,140.99999999999113
N1,1000231,bridge,B,CORI PAI BOX CULVERT,23.4817873233065,91.0463348850746,4.6
N1,1000232,link,,Box culvert,23.4820827,91.0504167,871.0000000000093
N1,1000233,link,,Km post missing,23.4821382,91.0516944,128.99999999999068
N1,1000234,bridge,B,COREPAI BOX CULVERT,23.4817498298684,91.0563549686842,4.6
N1,1000235,link,,Road to Khangsanagar (Z1219) left road to Barua Z1028 right,23.4815271,91.0590278,760.0000000000051
N1,1000236,link,,Km post missing,23.4815549,91.0613611,239.99999999999488
N1,1000237,bridge,A,NIMSHAR SLAB CULVERT,23.480613086,91.0674097692,1.5
N1,1000238,link,,Km post missing,23.4801104,91.0706382,1000.0
N1,1000239,link,,Box culvert,23.4770827,91.0789993,944.0000000000026
N1,1000240,link,,Km post missing,23.4770271,91.0794716,55.999999999997385
N1,1000241,bridge,C,KABILA DUBARCHAR SLAB CULVERT,23.4776722851,91.0847406393,1.0
N1,1000242,link,,Km post missing,23.4781938,91.0889997,1000.0
N1,1000243,link,,Km post missing,23.4775549,91.0986663,1000.0
N1,1000244,link,,Box culvert,23.4778604,91.1036111,513.0000000000052
N1,1000245,link,,Km post missing,23.4779993,91.1055278,486.99999999999477
N1,1000246,bridge,B,NAZIRA BOX CULVERT,23.4781159049382,91.1070332074074,3.0
N1,1000247,link,,Box culvert,23.4789438,91.1177216,972.0000000000084
N1,1000248,link,,Km post missing,23.4789716,91.1179993,27.999999999991587
N1,1000249,intersection,,Road to Brahmanbaria(N102),23.4789716,91.1181938,0.0
N1,1000250,link,,Box culvert,23.4793327,91.1234716,564.0000000000072
N1,1000251,bridge,A,TIPRA BAZAR BOX CULVERT,23.4794083880733,91.1238920825688,1.4
N1,1000252,link,,Km post missing,23.4800827,91.1276382,435.99999999999284
N1,1000253,bridge,A,AMTOLI SLAB CULVERT,23.479544924,91.129047144,2.9
N1,1000254,link,,Km post missing,23.4767216,91.1364441,1000.0
N1,1000255,link,,Km post missing,23.4682216,91.1394441,1000.0
N1,1000256,link,,Km post missing,23.4595833,91.1421386,1000.0
N1,1000257,link,,Cross road Z1029,23.459,91.142333,68.00000000001205
N1,1000258,link,,Km post missing,23.4513056,91.1460552,931.999999999988
N1,1000259,link,,Bridge start,23.448833,91.1471386,303.0000000000115
N1,1000260,link,,Bridge end,23.4486386,91.1472497,24.00000000000091
N1,1000261,link,,Cross Road with Z1052,23.4469441,91.1481386,209.99999999999375
N1,1000262,bridge,A,DHANPUR RCC GIDER BRIDGE,23.4436339598272,91.1493668151188,23.4
N1,1000263,link,,Km post missing,23.4425274,91.1497774,462.99999999999386
N1,1000264,link,,Ctg 170 km,23.4373886,91.1521944,684.0000000000117
N1,1000265,link,,Km post missing,23.4288882,91.1553889,1000.0
N1,1000266,link,,Ctg 168 km,23.4236938,91.1626944,979.9999999999898
N1,1000267,link,,Bridge start,23.4235827,91.1629722,28.000000000005798
N1,1000268,link,,Bridge end,23.423416,91.1632778,37.00000000000614
N1,1000269,link,,Rail Road Crossing,23.4213604,91.167666,507.99999999999557
N1,1000270,bridge,C,Paduar Bazar Bridge,23.4212487704918,91.1678943372365,35.97
N1,1000271,link,,Km post missing,23.4195271,91.171416,426.9999999999925
