road,id,model_type,condition,name,lat,lon,length
N1,1001286,link,,Box culvert,21.4512778,92.0994441,421.9999999999686
N1,1001288,link,,"Cox,s Bazar 19 km",21.4496108,92.0994997,222.00000000003683
N1,1001289,link,,"Z1001, Road to Naikkongchhari",21.4494719,92.0995274,57.00000000001637
N1,1001290,link,,Box culvert,21.443833,92.1014167,597.9999999999563
N1,1001292,link,,Bridge start,21.4421663,92.1008611,223.99999999998954
N1,1001294,link,,Bridge end,21.4417497,92.1006667,56.00000000004002
N1,1001295,link,,"Cox,s Bazar 18 km",21.4413608,92.1003611,62.00000000001182
N1,1001296,link,,Box culvert,21.4375552,92.0984997,466.99999999998454
N1,1001298,link,,Box culvert,21.434583,92.0973886,343.9999999999941
N1,1001300,link,,"Cox,s Bazar 17 km",21.4334441,92.0969997,149.0000000000009
N1,1001301,link,,Box culvert,21.4310271,92.0961941,284.99999999996817
N1,1001303,link,,Box culvert,21.4290271,92.0954997,229.00000000004184
N1,1001305,link,,Ramu old Section (N109),21.4284993,92.0951941,79.00000000000773
N1,1001306,link,,Box culvert,21.4283604,92.0941663,112.99999999999955
N1,1001308,link,,"Cox,s Bazar 16 km",21.4281104,92.0914719,283.9999999999918
N1,1001309,link,,Bridge start,21.427916,92.0896108,190.99999999997408
N1,1001311,link,,Bridge end,21.4278882,92.0893886,25.000000000034106
N1,1001312,link,,Box culvert,21.4271104,92.084083,560.9999999999786
N1,1001314,link,,"Cox,s Bazar 15 km",21.4269716,92.0821104,206.99999999999363
N1,1001315,link,,Box culvert,21.4267771,92.0804716,175.99999999998772
N1,1001317,link,,Box culvert,21.4264716,92.0767771,384.00000000001455
N1,1001318,link,,"Cox,s Bazar 14 km",21.4267216,92.0730827,403.99999999999636
N1,1001320,link,,Box culvert,21.427416,92.0707216,261.0000000000241
N1,1001321,link,,Cox's Bazar 13km,21.4276938,92.0643611,738.9999999999759
N1,1001323,link,,Box culvert,21.4270827,92.0632778,131.00000000002865
N1,1001325,link,,Box culvert,21.4273327,92.0608333,262.9999999999768
N1,1001327,link,,Box culvert,21.4278882,92.0576667,336.9999999999891
N1,1001328,link,,Box culvert,21.4280549,92.0554167,237.99999999999955
N1,1001329,link,,"Cox,s Bazar 12 km",21.4280827,92.0551389,28.999999999996362
N1,1001331,link,,Box culvert,21.4280549,92.0529444,232.00000000002774
N1,1001333,link,,Bridge start,21.4274993,92.0484441,462.99999999996544
N1,1001334,link,,Bridge end,21.4275271,92.0483886,18.000000000029104
N1,1001335,link,,"Cox,s Bazar 11 km",21.4287771,92.0461941,271.99999999999136
N1,1001337,link,,Box culvert,21.4295549,92.044083,233.99999999998045
N1,1001339,link,,Box culvert,21.4298049,92.0392774,500.0
N1,1001340,link,,"Cox,s Bazar 10 km",21.4296938,92.0368608,254.0000000000191
N1,1001341,link,,Box culvert,21.4289716,92.0348608,223.99999999998954
N1,1001343,link,,Bridge start,21.4294438,92.0316104,362.0000000000232
N1,1001344,link,,Bridge end,21.4300827,92.0304716,140.9999999999627
N1,1001346,link,,Box culvert,21.430416,92.0293049,133.0000000000382
N1,1001347,link,,"Cox,s Bazar 9 km",21.430166,92.0283604,105.99999999999454
N1,1001349,link,,Box culvert,21.4298882,92.0279716,45.99999999999227
N1,1001351,link,,Box culvert,21.4262493,92.0235827,612.9999999999995
N1,1001352,link,,"N110,Link road-Cox' Bazar, (Labonir more)",21.4258604,92.023166,64.99999999999773
