road,id,model_type,condition,name,lat,lon,length
N1,1000140,link,,"Ctg 229 km,Comilla 62 km",23.5599722,90.6548056,39.00000000000148
N1,1000141,bridge,A,Alipur bridge(R),23.5591910296296,90.6557475703703,27.4
N1,1000142,link,A,Alipur bridge(L),23.5591910296296,90.6557475703703,134.00000000000034
N1,1000143,link,A,ALI PURA P.C BRIDGE (RIGHT),23.5591910296296,90.6557475703703,0.0
N1,1000144,link,B,ALIPURA BRIDGE (LEFT),23.5591910296296,90.6557475703703,0.0
N1,1000145,link,,Road to Gazara (Z1063),23.5590278,90.6559444,27.999999999998693
N1,1000146,link,,Bridge start,23.5564444,90.6588611,411.99999999999903
N1,1000147,link,,Bridge end,23.5562222,90.6591389,40.0000000000027
N1,1000148,bridge,A,Bhaber char Bridge(R),23.5557082901265,90.6597414245569,29.85
N1,1000149,link,A,Bhaber char Bridge(L),23.5557082901265,90.6597414245569,83.99999999999963
N1,1000150,link,A,VOBAR CHAR (L),23.5557082901265,90.6597414245569,0.0
N1,1000151,link,A,VOBAR CHAR BRIDGE(R),23.5557082901265,90.6597414245569,0.0
N1,1000152,link,,"Ctg 228 km,Comilla 61 km",23.5538056,90.6619722,310.99999999999994
N1,1000153,link,,Box culvert,23.5523333,90.6636667,241.99999999999733
N1,1000154,bridge,A,Baushia Bridge(R),23.5517421907216,90.6643538752577,29.87
N1,1000155,link,A,Baushia Bridge(L),23.5517421907216,90.6643538752577,96.00000000000364
N1,1000156,link,A,BOBARCHAR BRIDGE(L),23.5517421907216,90.6643538752577,0.0
N1,1000157,link,A,BOBAIRCHAR BRIDGE(R),23.5517421907216,90.6643538752577,0.0
N1,1000158,link,,"Ctg 227 km,Comilla 60 km",23.5487497,90.6678327,485.9999999999971
N1,1000159,bridge,A,PURRANBUICHE BOX CULVERT,23.5477377446428,90.6690554098214,9.1
N1,1000160,link,A,NOYAPARA,23.5476246437499,90.669192065625,189.00000000000006
N1,1000161,link,,Bridge start,23.5474163,90.6694438,35.000000000003695
N1,1000162,link,,Bridge end,23.5469441,90.6699993,76.99999999999818
N1,1000163,link,,Box culvert,23.5442219,90.6731104,442.99999999999784
N1,1000164,bridge,A,Madhya Baushia Bridge(L),23.54268543125,90.6748292125,72.49
N1,1000165,link,A,MADHAYA BAUSHIA BRIDGE(R),23.54268543125,90.6748292125,240.000000000002
N1,1000166,link,A,MADHAYA BAUSHIA(L),23.54268543125,90.6748292125,0.0
N1,1000167,link,A,Madhya Baushia Bridge(R),23.54268543125,90.6748292125,0.0
N1,1000168,link,,Km post missing,23.542583,90.6749438,15.999999999998238
N1,1000169,bridge,C,BOCTAR KANDI BOX CULVERT,23.5393910168,90.6784577888,5.1
N1,1000170,link,,Km post missing,23.5362497,90.681916,1000.0
N1,1000171,link,,Bridge start,23.536083,90.6821382,33.99999999999892
N1,1000172,link,,Bridge end,23.5358608,90.6823604,39.99999999999915
N1,1000173,link,,Box culvert,23.5341386,90.6843052,275.0000000000057
N1,1000174,bridge,A,.,23.5327751898617,90.6858701078341,9.5
N1,1000175,link,A,Baushia bazar Bridge( L ),23.5313996605222,90.68744892596,451.9999999999982
N1,1000176,link,A,Baushia bazar Bridge ( R ),23.5313996605222,90.68744892596,0.0
N1,1000177,link,B,BORAKANDI BRIDGE(L),23.5313996605222,90.68744892596,0.0
N1,1000178,link,B,CHAR BOWSHIA BRIDGE(R),23.5313996605222,90.68744892596,0.0
N1,1000179,link,,Km post missing,23.5301938,90.688833,198.99999999999807
N1,1000180,bridge,A,CHAR BOUSHEA (2),23.5301519626506,90.6897951837349,8.4
N1,1000181,link,,Daudkandi bridge,23.529916,90.6952219,664.0000000000015
N1,1000182,link,,Km post missing,23.5301382,90.6984997,335.9999999999985
N1,1000183,bridge,A,Daudkandi Bridge.,23.5303844733,90.7024402743,1408.8
N1,1000184,link,C,Daud Kandi Bridge,23.5303844733,90.7024402743,402.9999999999987
N1,1000185,link,,Km post missing,23.5307493,90.7082778,597.0000000000014
N1,1000186,link,,Daudkandi bridge,23.5307771,90.7090278,78.00000000000296
N1,1000187,link,,Start of Comilla road Division / Start of Comilla road Division,23.5313882,90.7153611,354.9999999999969
N1,1000188,link,,Road to Matlab (Z1062),23.5314716,90.7172216,426.00000000000193
N1,1000189,link,,Bridge start,23.5315271,90.7173604,76.99999999999818
N1,1000190,link,,Bridge end,23.5315827,90.7176104,17.000000000003013
N1,1000191,link,,Km post missing,23.5317216,90.7180271,46.999999999997044
N1,1000192,link,,Box culvert,23.5322346,90.7226298386,512.9999999999982
N1,1000193,bridge,C,Baldhakhal Bridge,23.5324186,90.7242807234,23.1
N1,1000194,link,C,BALDHA KHAL RCC GIDER BRIDGE,23.5324186,90.7242807234,184.0000000000046
N1,1000195,link,,Km post missing,23.5327216,90.7269993,302.99999999999727
N1,1000196,bridge,B,MAIS PARA BOX CULVERT,23.5317587831999,90.7291780095,6.0
N1,1000197,link,,Km post missing,23.528916,90.7356108,1000.0
N1,1000198,link,,Ctg 214 km,23.5289993,90.7419441,654.0000000000034
N1,1000199,link,,Bridge start,23.5293882,90.7514167,966.9999999999987
N1,1000200,link,,Bridge end,23.5293882,90.7515833,16.999999999995907
N1,1000201,link,,Km post broken,23.529416,90.75175,24.00000000000091
N1,1000202,bridge,C,SHAHID NAGIR,23.5298050611,90.75825325,16.5
N1,1000203,link,C,Shahid Nagor Bridge,23.5298050611,90.75825325,667.0000000000016
N1,1000204,link,,Km post Missing,23.5299993,90.7615,332.9999999999984
N1,1000205,link,,Km post Missing,23.5304438,90.7713049,1000.0
N1,1000206,intersection,,Box culvert,23.5231152984238,90.7821816315236,0.0
N1,1000207,link,C,SARKAR BARI CULVERT,23.5307655282208,90.7800797251533,895.0000000000032
N1,1000208,link,,Km post Missing,23.5308049,90.7811104,104.99999999999687
N1,1000209,link,,"Z1402, road to Pennai",23.5307493,90.7816104,53.00000000000438
N1,1000210,link,,"Z1053, Road to Homna",23.530666,90.7821938,65.9999999999954
N1,1000211,link,,Box culvert,23.5312216,90.7895552,773.0000000000032
N1,1000212,link,,Km post Missing,23.531166,90.7907219,107.99999999999699
N1,1000213,link,C,AMIRABATH SLAB CULVERT,23.5308683409424,90.7918075171727,602.0000000000039
N1,1000214,link,,Z1044,23.5306938,90.7924441,352.99999999999443
N1,1000215,link,,Km post Missing,23.5308604,90.8002222,45.000000000001705
N1,1000216,link,,Bridge start,23.5308882,90.8041389,402.9999999999987
N1,1000217,link,,Bridge end,23.530916,90.8043611,20.000000000003126
N1,1000218,link,,Km post Missing,23.5316382,90.8099167,576.9999999999982
N1,1000219,bridge,A,Ginlatoly bridge,23.5318234765,90.8110155135,15.9
N1,1000220,link,C,Ginlatoly,23.5318234765,90.8110155135,115.00000000000199
N1,1000221,link,,Km post Missing,23.5332493,90.8194716,884.999999999998
N1,1000222,link,,Bridge start,23.5346663,90.8249716,594.0000000000011
N1,1000223,link,,Bridge end,23.5347219,90.8251104,15.999999999998238
N1,1000224,link,,Km post Missing,23.5344997,90.8287216,390.00000000000057
N1,1000225,bridge,A,RAIPUR BOX CULVERT,23.5329743291,90.8309774761999,12.2
N1,1000226,link,,Km post Missing,23.5292216,90.8365274,1000.0
N1,1000227,link,,Box culvert,23.5270549,90.8391386,367.00000000000443
N1,1000228,link,,Km post Missing,23.523166,90.8438886,632.9999999999956
N1,1000229,bridge,C,AITAL BANGA BOX CULVERT,23.5229166652,90.8442186132,4.5
N1,1000230,link,,Km post Missing,23.5174993,90.8513889,1000.0
N1,1000231,link,,Km post Missing,23.5170827,90.8607778,1000.0
N1,1000232,intersection,,Km post Missing,23.5126389,90.871416,0.0
N1,1000233,link,,Bridge start,23.5133056,90.8703049,1064.0
N1,1000234,link,,Bridge end,23.5131111,90.8706382,42.00000000000159
N1,1000235,link,,"Z1042, road to Bancharampur",23.5126667,90.871416,101.99999999999676
N1,1000236,link,C,Illiot bazar Bridge,23.510087758207,90.8757204035353,529.0000000000034
N1,1000237,link,B,ILLIOT BAZER,23.510087758207,90.8757204035353,0.0
N1,1000238,link,,Km post Missing,23.5088056,90.8778604,262.9999999999981
N1,1000239,link,,Km post Missing,23.506,90.8869163,1000.0
N1,1000240,link,,Box culvert,23.5056111,90.8958886,922.0000000000041
N1,1000241,link,,Km post Missing,23.5056389,90.8966108,77.99999999999585
N1,1000242,bridge,B,KHAT GHOR BOX CULVERT,23.5060024341,90.9021745389,5.9
N1,1000243,link,,Km post Missing,23.5062778,90.9063889,1000.0
N1,1000244,link,,Box culvert,23.50575,90.91525,911.0000000000014
N1,1000245,link,,Km post Missing,23.5057222,90.9160278,88.99999999999864
N1,1000246,bridge,B,BAKRA BOX CULVERT,23.5056131416,90.9214660218,3.0
N1,1000247,link,,Km post Missing,23.5055278,90.9257216,1000.0
N1,1000248,link,,Km post Missing,23.5042778,90.9354163,1000.0
N1,1000249,link,,"Z1017, Road to Companiganj",23.5043333,90.9354719,9.000000000000341
N1,1000250,link,,Box culvert,23.5038611,90.9371386,264.0000000000029
N1,1000251,link,,Box culvert,23.5028611,90.9412774,351.99999999999676
N1,1000252,bridge,B,MATIA BAZER,23.5024077848,90.9432418928,6.0
N1,1000253,link,,Km post Missing,23.5020278,90.9448886,375.0
N1,1000254,bridge,A,SONAPUR BOX CULVERT,23.5013551924,90.9473844088999,3.0
N1,1000255,link,,Km post Missing,23.4995274,90.9541667,1000.000000000007
N1,1000256,link,,Km post Missing,23.4986386,90.9651111,1000.0
N1,1000257,link,,Box culvert,23.4980552,90.9660278,274.0000000000009
N1,1000258,link,,Ctg 191 km,23.4972774,90.9674716,182.99999999999272
N1,1000259,bridge,B,KARON KHAL SLAB CULVERT,23.495896314,90.9715772516,4.6
N1,1000260,link,,Km post Missing,23.4942219,90.9765549,1000.0
N1,1000261,link,,Box culvert,23.4951386,90.9829993,694.0000000000026
N1,1000262,link,,Km post Missing,23.4942497,90.985833,305.9999999999974
N1,1000263,bridge,A,MILL GHAT BOX CULVERT,23.4932728146,90.9887200416,4.5
N1,1000264,link,,Km post Missing,23.4911386,90.9950274,1000.0
N1,1000265,link,,Road to Debiduar (Z1008),23.4894441,91.0033056,890.0000000000006
N1,1000266,link,,Road to Jhalam (Z1022),23.4893886,91.0034722,22.00000000000557
N1,1000267,link,,Ctg 188 km,23.4896108,91.0043056,70.99999999999795
N1,1000268,link,,"Ctg 188 km,Comilla 20 km",23.4893052,91.0112778,733.9999999999947
N1,1000269,link,,Bridge start,23.4890552,91.0120278,84.00000000000318
N1,1000270,link,,Bridge end,23.4889441,91.01225,30.000000000001137
N1,1000271,link,,Ctg 187 km,23.488333,91.0140833,197.9999999999933
N1,1000272,bridge,C,CHANDINA- SHAHA PARA RCC GIDER GRIDGE,23.4868805937254,91.017566692647,23.1
N1,1000273,link,C,Chandinan-Shahapara Bridge.,23.4868805937254,91.017566692647,401.00000000001046
N1,1000274,link,,Km post missing,23.4846386,91.0229438,618.9999999999998
N1,1000275,link,,Km post missing,23.4827771,91.0321382,1000.0
N1,1000276,link,,Box culvert,23.481166,91.0404441,912.9999999999967
N1,1000277,link,,Ctg 184 km,23.4814716,91.0419719,140.99999999999113
N1,1000278,bridge,B,CORI PAI BOX CULVERT,23.4817873233065,91.0463348850746,4.6
N1,1000279,link,,Box culvert,23.4820827,91.0504167,871.0000000000093
N1,1000280,link,,Km post missing,23.4821382,91.0516944,128.99999999999068
N1,1000281,bridge,B,COREPAI BOX CULVERT,23.4817498298684,91.0563549686842,4.6
N1,1000282,link,,Road to Khangsanagar (Z1219) left road to Barua Z1028 right,23.4815271,91.0590278,760.0000000000051
N1,1000283,link,,Km post missing,23.4815549,91.0613611,239.99999999999488
N1,1000284,bridge,A,NIMSHAR SLAB CULVERT,23.480613086,91.0674097692,1.5
N1,1000285,link,,Km post missing,23.4801104,91.0706382,1000.0
N1,1000286,link,,Box culvert,23.4770827,91.0789993,944.0000000000026
N1,1000287,link,,Km post missing,23.4770271,91.0794716,55.999999999997385
N1,1000288,bridge,C,KABILA DUBARCHAR SLAB CULVERT,23.4776722851,91.0847406393,1.0
N1,1000289,link,,Km post missing,23.4781938,91.0889997,1000.0
N1,1000290,link,,Km post missing,23.4775549,91.0986663,1000.0
N1,1000291,link,,Box culvert,23.4778604,91.1036111,513.0000000000052
N1,1000292,link,,Km post missing,23.4779993,91.1055278,486.99999999999477
N1,1000293,bridge,B,NAZIRA BOX CULVERT,23.4781159049382,91.1070332074074,3.0
N1,1000294,intersection,,Box culvert,23.4789716,91.1181938,0.0
N1,1000295,link,,Km post missing,23.4789716,91.1179993,1000.0
N1,1000296,link,,Road to Brahmanbaria(N102),23.4789716,91.118166,17.000000000010118
N1,1000297,link,,Box culvert,23.4793327,91.1234716,546.999999999997
N1,1000298,link,A,TIPRA BAZAR BOX CULVERT,23.4794083880733,91.1238920825688,43.99999999999693
N1,1000299,link,,Km post missing,23.4800827,91.1276382,391.9999999999959
N1,1000300,bridge,A,AMTOLI SLAB CULVERT,23.479544924,91.129047144,2.9
N1,1000301,link,,Km post missing,23.4767216,91.1364441,1000.0
N1,1000302,link,,Km post missing,23.4682216,91.1394441,1000.0
N1,1000303,link,,Km post missing,23.4595833,91.1421386,1000.0
N1,1000304,link,,Cross road Z1029,23.459,91.142333,68.00000000001205
N1,1000305,link,,Km post missing,23.4513056,91.1460552,931.999999999988
N1,1000306,link,,Bridge start,23.448833,91.1471386,303.0000000000115
N1,1000307,link,,Bridge end,23.4486386,91.1472497,24.00000000000091
N1,1000308,link,,Cross Road with Z1052,23.4469441,91.1481386,209.99999999999375
N1,1000309,bridge,A,DHANPUR RCC GIDER BRIDGE,23.4436339598272,91.1493668151188,23.4
N1,1000310,link,C,Dhanpur Bridge,23.4436339598272,91.1493668151188,346.9999999999942
N1,1000311,link,,Km post missing,23.4425274,91.1497774,115.99999999999966
N1,1000312,link,,Ctg 170 km,23.4373886,91.1521944,684.0000000000117
N1,1000313,link,,Km post missing,23.4288882,91.1553889,1000.0
N1,1000314,link,,Ctg 168 km,23.4236938,91.1626944,979.9999999999898
N1,1000315,link,,Bridge start,23.4235827,91.1629722,28.000000000005798
N1,1000316,link,,Bridge end,23.423416,91.1632778,37.00000000000614
N1,1000317,link,,Rail Road Crossing,23.4213604,91.167666,507.99999999999557
N1,1000318,bridge,C,Paduar Bazar Bridge,23.4212487704918,91.1678943372365,35.97
N1,1000319,link,B,PADUAR BAZER RCCGIDER,23.4212487704918,91.1678943372365,25.99999999999625
N1,1000320,link,,Km post missing,23.4195271,91.171416,400.99999999999625
N1,1000321,link,,Left to Comilla Right to Noakhali,23.4191382,91.1721938,90.00000000000341
N1,1000322,link,,"Ctg 66 km,Feni 52 km",23.4149444,91.1801382,537.9999999999967
N1,1000323,link,,Bridge start,23.4131111,91.1846663,511.0000000000099
N1,1000324,link,,Bridge end,23.4130556,91.1849163,27.999999999991587
N1,1000325,link,,Km post missing,23.4125,91.1893886,460.9999999999985
N1,1000326,bridge,C,Mostapur Bridge,23.4119324230158,91.1939029849206,27.35
N1,1000327,link,B,MOSTAPUR RCC GIDER BRIDGE,23.4119324230158,91.1939029849206,478.9999999999992
N1,1000328,link,,Ctg 164 km,23.4113056,91.1988886,529.0000000000106
N1,1000329,link,,Ctg 163 km,23.4100833,91.2087778,1027.000000000001
N1,1000330,link,,Box culvert,23.4100278,91.2090833,36.99999999999193
N1,1000331,link,,Ctg 162 km,23.4048056,91.2165278,980.000000000004
N1,1000332,link,,Bridge start,23.40375,91.2176382,171.99999999999704
N1,1000333,link,,Bridge end,23.4035556,91.2178049,28.999999999996362
N1,1000334,link,,Km post missing,23.398213447804338,91.22288776581436,799.0000000000066
N1,1000335,bridge,A,RAZAPARA RCC GIDER BRIDGE,23.3976518197887,91.2234221346859,27.9
N1,1000336,link,C,Matigara Bridge,23.3976518197887,91.2234221346859,84.00000000000318
N1,1000337,link,,Km post missing,23.3915274,91.2292493,915.9999999999968
N1,1000338,link,,Box culvert,23.3914441,91.2293049,10.000000000005116
N1,1000339,link,,Box culvert,23.385083,91.2345552,891.9999999999959
N1,1000340,link,,Box culvert,23.3849719,91.2346108,15.000000000000568
N1,1000341,link,,Km post missing,23.3843886,91.2351108,82.99999999999841
N1,1000342,link,,Bridge start,23.3779716,91.2403608,897.9999999999961
